,time,cs_1mm,cs_5mm,cs_7mm,cs_9mm
997,159520000.0,4.402117552067e-08,1.026448449772e-10,1.021307566887e-10,1.1399278283e-10
998,159680000.0,4.404724673296e-08,1.026519046182e-10,1.021315059195e-10,1.140011934154e-10
999,159840000.0,4.407328395604e-08,1.026590239084e-10,1.021322568916e-10,1.140095952267e-10
1000,160000000.0,4.409928726048e-08,1.026662032429e-10,1.021330096049e-10,1.14017988278e-10
1001,160160000.0,4.412525671668e-08,1.026734430187e-10,1.021337640593e-10,1.140263725831e-10
1002,160320000.0,4.415119239481e-08,1.026807436342e-10,1.02134520255e-10,1.140347481559e-10
1003,160480000.0,4.417709436489e-08,1.026881054901e-10,1.021352781919e-10,1.140431150103e-10
1004,160640000.0,4.420296269673e-08,1.026955289884e-10,1.021360378699e-10,1.140514731602e-10
1005,160800000.0,4.422879745995e-08,1.027030145333e-10,1.021367992892e-10,1.140598226193e-10
1006,160960000.0,4.425459872399e-08,1.027105625305e-10,1.021375624495e-10,1.140681634014e-10
1007,161120000.0,4.428036655808e-08,1.027181733876e-10,1.021383273509e-10,1.140764955204e-10
1008,161280000.0,4.430610103129e-08,1.02725847514e-10,1.021390939934e-10,1.140848189899e-10
1009,161440000.0,4.433180221248e-08,1.027335853209e-10,1.02139862377e-10,1.140931338236e-10
1010,161600000.0,4.435747017033e-08,1.027413872212e-10,1.021406325015e-10,1.141014400352e-10
1011,161760000.0,4.438310497335e-08,1.027492536298e-10,1.021414043669e-10,1.141097376384e-10
1012,161920000.0,4.440870668985e-08,1.027571849634e-10,1.021421779733e-10,1.141180266469e-10
1013,162080000.0,4.443427538794e-08,1.027651816401e-10,1.021429533204e-10,1.141263070742e-10
1014,162240000.0,4.445981113557e-08,1.027732440804e-10,1.021437304083e-10,1.141345789338e-10
1015,162400000.0,4.44853140005e-08,1.027813727062e-10,1.021445092369e-10,1.141428422395e-10
1016,162560000.0,4.45107840503e-08,1.027895679413e-10,1.021452898062e-10,1.141510970046e-10
1017,162720000.0,4.453622135237e-08,1.027978302115e-10,1.02146072116e-10,1.141593432428e-10
1018,162880000.0,4.456162597391e-08,1.028061599442e-10,1.021468561662e-10,1.141675809674e-10
1019,163040000.0,4.458699798195e-08,1.028145575688e-10,1.021476419569e-10,1.14175810192e-10
1020,163200000.0,4.461233744334e-08,1.028230235163e-10,1.021484294878e-10,1.141840309299e-10
1021,163360000.0,4.463764442475e-08,1.028315582198e-10,1.02149218759e-10,1.141922431946e-10
1022,163520000.0,4.466291899266e-08,1.02840162114e-10,1.021500097703e-10,1.142004469995e-10
1023,163680000.0,4.468816121337e-08,1.028488356356e-10,1.021508025216e-10,1.142086423578e-10
1024,163840000.0,4.471337115302e-08,1.02857579223e-10,1.021515970128e-10,1.14216829283e-10
1025,164000000.0,4.473854887756e-08,1.028663933166e-10,1.021523932438e-10,1.142250077883e-10
1026,164160000.0,4.476369445276e-08,1.028752783584e-10,1.021531912146e-10,1.142331778871e-10
1027,164320000.0,4.478880794422e-08,1.028842347926e-10,1.021539909249e-10,1.142413395925e-10
1028,164480000.0,4.481388941735e-08,1.028932630648e-10,1.021547923747e-10,1.142494929178e-10
1029,164640000.0,4.48389389374e-08,1.029023636229e-10,1.021555955638e-10,1.142576378762e-10
1030,164800000.0,4.486395656945e-08,1.029115369162e-10,1.021564004922e-10,1.142657744809e-10
1031,164960000.0,4.488894237837e-08,1.029207833963e-10,1.021572071597e-10,1.14273902745e-10
1032,165120000.0,4.491389642889e-08,1.029301035163e-10,1.021580155661e-10,1.142820226817e-10
1033,165280000.0,4.493881878556e-08,1.029394977313e-10,1.021588257114e-10,1.142901343041e-10
1034,165440000.0,4.496370951274e-08,1.029489664983e-10,1.021596375953e-10,1.142982376251e-10
1035,165600000.0,4.498856867464e-08,1.029585102762e-10,1.021604512178e-10,1.14306332658e-10
1036,165760000.0,4.501339633528e-08,1.029681295254e-10,1.021612665787e-10,1.143144194157e-10
1037,165920000.0,4.503819255853e-08,1.029778247087e-10,1.021620836779e-10,1.143224979113e-10
1038,166080000.0,4.506295740805e-08,1.029875962904e-10,1.021629025152e-10,1.143305681577e-10
1039,166240000.0,4.508769094738e-08,1.029974447368e-10,1.021637230904e-10,1.143386301678e-10
1040,166400000.0,4.511239323984e-08,1.03007370516e-10,1.021645454035e-10,1.143466839547e-10
1041,166560000.0,4.513706434863e-08,1.03017374098e-10,1.021653694542e-10,1.143547295311e-10
1042,166720000.0,4.516170433673e-08,1.030274559548e-10,1.021661952423e-10,1.143627669101e-10
1043,166880000.0,4.5186313267e-08,1.030376165601e-10,1.021670227678e-10,1.143707961043e-10
1044,167040000.0,4.521089120209e-08,1.030478563895e-10,1.021678520304e-10,1.143788171268e-10
1045,167200000.0,4.523543820452e-08,1.030581759206e-10,1.0216868303e-10,1.143868299903e-10
1046,167360000.0,4.525995433662e-08,1.030685756328e-10,1.021695157664e-10,1.143948347076e-10
1047,167520000.0,4.528443966055e-08,1.030790560074e-10,1.021703502395e-10,1.144028312913e-10
1048,167680000.0,4.530889423833e-08,1.030896175275e-10,1.021711864489e-10,1.144108197544e-10
1049,167840000.0,4.533331813178e-08,1.031002606782e-10,1.021720243947e-10,1.144188001095e-10
1050,168000000.0,4.535771140259e-08,1.031109859464e-10,1.021728640766e-10,1.144267723692e-10
1051,168160000.0,4.538207411226e-08,1.031217938212e-10,1.021737054943e-10,1.144347365463e-10
1052,168320000.0,4.540640632213e-08,1.03132684793e-10,1.021745486478e-10,1.144426926533e-10
1053,168480000.0,4.54307080934e-08,1.031436593547e-10,1.021753935368e-10,1.14450640703e-10
1054,168640000.0,4.545497948708e-08,1.031547180006e-10,1.021762401611e-10,1.144585807078e-10
1055,168800000.0,4.547922056403e-08,1.031658612274e-10,1.021770885206e-10,1.144665126804e-10
1056,168960000.0,4.550343138494e-08,1.031770895332e-10,1.021779386151e-10,1.144744366333e-10
1057,169120000.0,4.552761201036e-08,1.031884034183e-10,1.021787904443e-10,1.14482352579e-10
1058,169280000.0,4.555176250064e-08,1.031998033849e-10,1.02179644008e-10,1.1449026053e-10
1059,169440000.0,4.557588291603e-08,1.03211289937e-10,1.021804993061e-10,1.144981604989e-10
1060,169600000.0,4.559997331655e-08,1.032228635804e-10,1.021813563383e-10,1.145060524979e-10
1061,169760000.0,4.562403376212e-08,1.032345248232e-10,1.021822151045e-10,1.145139365397e-10
1062,169920000.0,4.564806431246e-08,1.03246274175e-10,1.021830756045e-10,1.145218126365e-10
1063,170080000.0,4.567206502715e-08,1.032581121475e-10,1.02183937838e-10,1.145296808007e-10
1064,170240000.0,4.569603596563e-08,1.032700392543e-10,1.021848018048e-10,1.145375410448e-10
1065,170400000.0,4.571997718714e-08,1.032820560109e-10,1.021856675048e-10,1.145453933809e-10
1066,170560000.0,4.574388875081e-08,1.032941629347e-10,1.021865349376e-10,1.145532378215e-10
1067,170720000.0,4.576777071558e-08,1.03306360545e-10,1.021874041031e-10,1.145610743789e-10
1068,170880000.0,4.579162314024e-08,1.033186493631e-10,1.021882750011e-10,1.145689030652e-10
1069,171040000.0,4.581544608345e-08,1.033310299121e-10,1.021891476314e-10,1.145767238928e-10
1070,171200000.0,4.583923960368e-08,1.033435027172e-10,1.021900219937e-10,1.145845368738e-10
1071,171360000.0,4.586300375926e-08,1.033560683053e-10,1.021908980879e-10,1.145923420204e-10
1072,171520000.0,4.588673860838e-08,1.033687272053e-10,1.021917759137e-10,1.146001393448e-10
1073,171680000.0,4.591044420905e-08,1.033814799482e-10,1.021926554709e-10,1.146079288591e-10
1074,171840000.0,4.593412061916e-08,1.033943270666e-10,1.021935367592e-10,1.146157105755e-10
1075,172000000.0,4.595776789642e-08,1.034072690954e-10,1.021944197785e-10,1.146234845061e-10
1076,172160000.0,4.598138609839e-08,1.034203065711e-10,1.021953045286e-10,1.146312506629e-10
1077,172320000.0,4.60049752825e-08,1.034334400324e-10,1.021961910091e-10,1.146390090579e-10
1078,172480000.0,4.602853550601e-08,1.034466700196e-10,1.0219707922e-10,1.146467597033e-10
1079,172640000.0,4.605206682603e-08,1.034599970752e-10,1.021979691609e-10,1.14654502611e-10
1080,172800000.0,4.607556929953e-08,1.034734217436e-10,1.021988608317e-10,1.146622377931e-10
1081,172960000.0,4.609904298334e-08,1.034869445711e-10,1.021997542321e-10,1.146699652613e-10
1082,173120000.0,4.61224879341e-08,1.035005661059e-10,1.022006493619e-10,1.146776850278e-10
1083,173280000.0,4.614590420836e-08,1.035142868981e-10,1.022015462209e-10,1.146853971044e-10
1084,173440000.0,4.616929186246e-08,1.035281074999e-10,1.022024448088e-10,1.14693101503e-10
1085,173600000.0,4.619265095264e-08,1.035420284653e-10,1.022033451254e-10,1.147007982355e-10
1086,173760000.0,4.621598153498e-08,1.035560503502e-10,1.022042471706e-10,1.147084873137e-10
1087,173920000.0,4.623928366539e-08,1.035701737126e-10,1.02205150944e-10,1.147161687494e-10
1088,174080000.0,4.626255739967e-08,1.035843991123e-10,1.022060564455e-10,1.147238425545e-10
1089,174240000.0,4.628580279346e-08,1.035987271112e-10,1.022069636748e-10,1.147315087407e-10
1090,174400000.0,4.630901990223e-08,1.036131582729e-10,1.022078726317e-10,1.147391673199e-10
1091,174560000.0,4.633220878134e-08,1.036276931631e-10,1.022087833161e-10,1.147468183036e-10
1092,174720000.0,4.6355369486e-08,1.036423323496e-10,1.022096957275e-10,1.147544617036e-10
1093,174880000.0,4.637850207126e-08,1.036570764017e-10,1.02210609866e-10,1.147620975317e-10
1094,175040000.0,4.640160659203e-08,1.036719258911e-10,1.022115257311e-10,1.147697257995e-10
1095,175200000.0,4.64246831031e-08,1.036868813912e-10,1.022124433228e-10,1.147773465186e-10
1096,175360000.0,4.644773165908e-08,1.037019434774e-10,1.022133626407e-10,1.147849597006e-10
1097,175520000.0,4.647075231447e-08,1.037171127271e-10,1.022142836847e-10,1.147925653572e-10
1098,175680000.0,4.649374512361e-08,1.037323897195e-10,1.022152064545e-10,1.148001634999e-10
1099,175840000.0,4.65167101407e-08,1.03747775036e-10,1.022161309499e-10,1.148077541404e-10
1100,176000000.0,4.653964741982e-08,1.037632692597e-10,1.022170571708e-10,1.1481533729e-10
1101,176160000.0,4.656255701487e-08,1.037788729757e-10,1.022179851168e-10,1.148229129603e-10
1102,176320000.0,4.658543897965e-08,1.037945867712e-10,1.022189147878e-10,1.148304811629e-10
1103,176480000.0,4.660829336779e-08,1.038104112352e-10,1.022198461836e-10,1.148380419092e-10
1104,176640000.0,4.663112023281e-08,1.038263469587e-10,1.022207793039e-10,1.148455952105e-10
1105,176800000.0,4.665391962807e-08,1.038423945346e-10,1.022217141485e-10,1.148531410785e-10
1106,176960000.0,4.66766916068e-08,1.03858554558e-10,1.022226507173e-10,1.148606795244e-10
1107,177120000.0,4.669943622208e-08,1.038748276256e-10,1.0222358901e-10,1.148682105597e-10
1108,177280000.0,4.672215352686e-08,1.038912143363e-10,1.022245290264e-10,1.148757341956e-10
1109,177440000.0,4.674484357396e-08,1.039077152907e-10,1.022254707663e-10,1.148832504436e-10
1110,177600000.0,4.676750641607e-08,1.039243310918e-10,1.022264142295e-10,1.14890759315e-10
1111,177760000.0,4.679014210573e-08,1.03941062344e-10,1.022273594159e-10,1.14898260821e-10
1112,177920000.0,4.681275069534e-08,1.039579096541e-10,1.022283063251e-10,1.149057549728e-10
1113,178080000.0,4.683533223717e-08,1.039748736307e-10,1.02229254957e-10,1.149132417819e-10
1114,178240000.0,4.685788678335e-08,1.039919548842e-10,1.022302053115e-10,1.149207212594e-10
1115,178400000.0,4.68804143859e-08,1.040091540272e-10,1.022311573882e-10,1.149281934164e-10
1116,178560000.0,4.690291509668e-08,1.040264716742e-10,1.022321111871e-10,1.149356582643e-10
1117,178720000.0,4.692538896743e-08,1.040439084415e-10,1.02233066708e-10,1.149431158141e-10
1118,178880000.0,4.694783604975e-08,1.040614649476e-10,1.022340239505e-10,1.14950566077e-10
1119,179040000.0,4.69702563951e-08,1.040791418126e-10,1.022349829147e-10,1.149580090641e-10
1120,179200000.0,4.699265005483e-08,1.04096939659e-10,1.022359436002e-10,1.149654447865e-10
1121,179360000.0,4.701501708013e-08,1.04114859111e-10,1.022369060069e-10,1.149728732553e-10
1122,179520000.0,4.703735752209e-08,1.041329007948e-10,1.022378701347e-10,1.149802944816e-10
1123,179680000.0,4.705967143164e-08,1.041510653384e-10,1.022388359833e-10,1.149877084764e-10
1124,179840000.0,4.708195885959e-08,1.041693533721e-10,1.022398035526e-10,1.149951152507e-10
1125,180000000.0,4.710421985662e-08,1.041877655279e-10,1.022407728424e-10,1.150025148154e-10
1126,180160000.0,4.71264544733e-08,1.042063024399e-10,1.022417438526e-10,1.150099071817e-10
1127,180320000.0,4.714866276002e-08,1.042249647439e-10,1.022427165829e-10,1.150172923604e-10
1128,180480000.0,4.717084476709e-08,1.04243753078e-10,1.022436910333e-10,1.150246703624e-10
1129,180640000.0,4.719300054469e-08,1.042626680821e-10,1.022446672035e-10,1.150320411988e-10
1130,180800000.0,4.721513014283e-08,1.042817103979e-10,1.022456450935e-10,1.150394048802e-10
1131,180960000.0,4.723723361143e-08,1.043008806694e-10,1.02246624703e-10,1.150467614178e-10
1132,181120000.0,4.725931100026e-08,1.043201795423e-10,1.022476060319e-10,1.150541108222e-10
1133,181280000.0,4.728136235897e-08,1.043396076642e-10,1.022485890801e-10,1.150614531043e-10
1134,181440000.0,4.73033877371e-08,1.04359165685e-10,1.022495738475e-10,1.150687882749e-10
1135,181600000.0,4.732538718404e-08,1.043788542562e-10,1.022505603338e-10,1.150761163448e-10
1136,181760000.0,4.734736074907e-08,1.043986740315e-10,1.02251548539e-10,1.150834373248e-10
1137,181920000.0,4.736930848133e-08,1.044186256663e-10,1.02252538463e-10,1.150907512256e-10
1138,182080000.0,4.739123042985e-08,1.044387098183e-10,1.022535301055e-10,1.15098058058e-10
1139,182240000.0,4.741312664353e-08,1.044589271468e-10,1.022545234666e-10,1.151053578326e-10
1140,182400000.0,4.743499717113e-08,1.044792783133e-10,1.02255518546e-10,1.151126505601e-10
1141,182560000.0,4.745684206131e-08,1.044997639811e-10,1.022565153437e-10,1.151199362512e-10
1142,182720000.0,4.74786613626e-08,1.045203848156e-10,1.022575138596e-10,1.151272149165e-10
1143,182880000.0,4.750045512339e-08,1.045411414841e-10,1.022585140935e-10,1.151344865667e-10
1144,183040000.0,4.752222339197e-08,1.045620346558e-10,1.022595160454e-10,1.151417512123e-10
1145,183200000.0,4.754396621649e-08,1.045830650019e-10,1.022605197152e-10,1.15149008864e-10
1146,183360000.0,4.756568364499e-08,1.046042331955e-10,1.022615251027e-10,1.151562595323e-10
1147,183520000.0,4.758737572538e-08,1.046255399117e-10,1.022625322079e-10,1.151635032278e-10
1148,183680000.0,4.760904250546e-08,1.046469858276e-10,1.022635410307e-10,1.151707399609e-10
1149,183840000.0,4.763068403288e-08,1.046685716222e-10,1.02264551571e-10,1.151779697422e-10
1150,184000000.0,4.765230035521e-08,1.046902979764e-10,1.022655638288e-10,1.151851925821e-10
1151,184160000.0,4.767389151987e-08,1.047121655731e-10,1.022665778039e-10,1.151924084911e-10
1152,184320000.0,4.769545757417e-08,1.047341750972e-10,1.022675934965e-10,1.151996174797e-10
1153,184480000.0,4.771699856531e-08,1.047563272354e-10,1.022686109062e-10,1.152068195583e-10
1154,184640000.0,4.773851454034e-08,1.047786226766e-10,1.022696300332e-10,1.152140147372e-10
1155,184800000.0,4.776000554624e-08,1.048010621114e-10,1.022706508774e-10,1.152212030269e-10
1156,184960000.0,4.778147162982e-08,1.048236462324e-10,1.022716734387e-10,1.152283844378e-10
1157,185120000.0,4.780291283781e-08,1.048463757343e-10,1.022726977171e-10,1.1523555898e-10
1158,185280000.0,4.78243292168e-08,1.048692513136e-10,1.022737237126e-10,1.152427266641e-10
1159,185440000.0,4.784572081328e-08,1.048922736687e-10,1.022747514251e-10,1.152498875003e-10
1160,185600000.0,4.78670876736e-08,1.049154435001e-10,1.022757808547e-10,1.152570414988e-10
1161,185760000.0,4.788842984402e-08,1.049387615101e-10,1.022768120012e-10,1.1526418867e-10
1162,185920000.0,4.790974737066e-08,1.049622284031e-10,1.022778448648e-10,1.15271329024e-10
1163,186080000.0,4.793104029954e-08,1.049858448853e-10,1.022788794454e-10,1.152784625712e-10
1164,186240000.0,4.795230867656e-08,1.050096116649e-10,1.02279915743e-10,1.152855893217e-10
1165,186400000.0,4.79735525475e-08,1.05033529452e-10,1.022809537577e-10,1.152927092856e-10
1166,186560000.0,4.799477195803e-08,1.050575989587e-10,1.022819934894e-10,1.152998224732e-10
1167,186720000.0,4.80159669537e-08,1.05081820899e-10,1.022830349381e-10,1.153069288946e-10
1168,186880000.0,4.803713757996e-08,1.051061959889e-10,1.02284078104e-10,1.1531402856e-10
1169,187040000.0,4.805828388212e-08,1.051307249462e-10,1.02285122987e-10,1.153211214794e-10
1170,187200000.0,4.807940590542e-08,1.051554084908e-10,1.022861695872e-10,1.153282076629e-10
1171,187360000.0,4.810050369494e-08,1.051802473444e-10,1.022872179046e-10,1.153352871207e-10
1172,187520000.0,4.812157729567e-08,1.052052422307e-10,1.022882679393e-10,1.153423598626e-10
1173,187680000.0,4.814262675248e-08,1.052303938753e-10,1.022893196914e-10,1.153494258989e-10
1174,187840000.0,4.816365211015e-08,1.052557030057e-10,1.022903731609e-10,1.153564852394e-10
1175,188000000.0,4.818465341331e-08,1.052811703515e-10,1.022914283479e-10,1.153635378943e-10
1176,188160000.0,4.820563070651e-08,1.053067966441e-10,1.022924852525e-10,1.153705838734e-10
1177,188320000.0,4.822658403416e-08,1.053325826168e-10,1.022935438748e-10,1.153776231868e-10
1178,188480000.0,4.82475134406e-08,1.053585290048e-10,1.022946042149e-10,1.153846558443e-10
1179,188640000.0,4.826841897003e-08,1.053846365454e-10,1.022956662729e-10,1.153916818558e-10
1180,188800000.0,4.828930066654e-08,1.054109059776e-10,1.022967300489e-10,1.153987012314e-10
1181,188960000.0,4.831015857412e-08,1.054373380426e-10,1.022977955431e-10,1.154057139807e-10
1182,189120000.0,4.833099273665e-08,1.054639334832e-10,1.022988627555e-10,1.154127201138e-10
1183,189280000.0,4.83518031979e-08,1.054906930443e-10,1.022999316863e-10,1.154197196405e-10
1184,189440000.0,4.837259000153e-08,1.055176174728e-10,1.023010023357e-10,1.154267125705e-10
1185,189600000.0,4.839335319108e-08,1.055447075173e-10,1.023020747038e-10,1.154336989137e-10
1186,189760000.0,4.841409281e-08,1.055719639285e-10,1.023031487907e-10,1.154406786798e-10
1187,189920000.0,4.843480890162e-08,1.055993874589e-10,1.023042245967e-10,1.154476518787e-10
1188,190080000.0,4.845550150917e-08,1.05626978863e-10,1.023053021219e-10,1.154546185201e-10
1189,190240000.0,4.847617067578e-08,1.056547388972e-10,1.023063813666e-10,1.154615786137e-10
1190,190400000.0,4.849681644446e-08,1.056826683197e-10,1.023074623308e-10,1.154685321692e-10
1191,190560000.0,4.851743885811e-08,1.057107678908e-10,1.023085450149e-10,1.154754791963e-10
1192,190720000.0,4.853803795954e-08,1.057390383725e-10,1.02309629419e-10,1.154824197047e-10
1193,190880000.0,4.855861379145e-08,1.057674805289e-10,1.023107155433e-10,1.154893537041e-10
1194,191040000.0,4.857916639641e-08,1.057960951258e-10,1.023118033881e-10,1.154962812041e-10
1195,191200000.0,4.859969581692e-08,1.058248829311e-10,1.023128929537e-10,1.155032022142e-10
1196,191360000.0,4.862020209534e-08,1.058538447146e-10,1.023139842402e-10,1.155101167442e-10
1197,191520000.0,4.864068527397e-08,1.058829812477e-10,1.023150772479e-10,1.155170248036e-10
1198,191680000.0,4.866114539498e-08,1.059122933041e-10,1.023161719772e-10,1.155239264019e-10
1199,191840000.0,4.868158250042e-08,1.059417816592e-10,1.023172684282e-10,1.155308215487e-10
1200,192000000.0,4.870199663225e-08,1.059714470903e-10,1.023183666012e-10,1.155377102536e-10
1201,192160000.0,4.872238783236e-08,1.060012903765e-10,1.023194664967e-10,1.15544592526e-10
1202,192320000.0,4.874275614248e-08,1.06031312299e-10,1.023205681148e-10,1.155514683754e-10
1203,192480000.0,4.876310160427e-08,1.060615136408e-10,1.023216714559e-10,1.155583378113e-10
1204,192640000.0,4.878342425928e-08,1.060918951868e-10,1.023227765203e-10,1.155652008432e-10
1205,192800000.0,4.880372414897e-08,1.061224577236e-10,1.023238833083e-10,1.155720574806e-10
1206,192960000.0,4.882400131468e-08,1.0615320204e-10,1.023249918203e-10,1.155789077327e-10
1207,193120000.0,4.884425579766e-08,1.061841289266e-10,1.023261020566e-10,1.155857516091e-10
1208,193280000.0,4.886448763905e-08,1.062152391756e-10,1.023272140177e-10,1.155925891191e-10
1209,193440000.0,4.88846968799e-08,1.062465335814e-10,1.023283277039e-10,1.155994202721e-10
1210,193600000.0,4.890488356115e-08,1.062780129403e-10,1.023294431155e-10,1.156062450774e-10
1211,193760000.0,4.892504772364e-08,1.063096780501e-10,1.02330560253e-10,1.156130635444e-10
1212,193920000.0,4.894518940813e-08,1.063415297109e-10,1.023316791168e-10,1.156198756823e-10
1213,194080000.0,4.896530865524e-08,1.063735687245e-10,1.023327997073e-10,1.156266815006e-10
1214,194240000.0,4.898540550553e-08,1.064057958945e-10,1.023339220249e-10,1.156334810084e-10
1215,194400000.0,4.900547999945e-08,1.064382120265e-10,1.023350460701e-10,1.15640274215e-10
1216,194560000.0,4.902553217733e-08,1.064708179278e-10,1.023361718433e-10,1.156470611297e-10
1217,194720000.0,4.904556207944e-08,1.065036144077e-10,1.02337299345e-10,1.156538417616e-10
1218,194880000.0,4.906556974592e-08,1.065366022774e-10,1.023384285756e-10,1.156606161201e-10
1219,195040000.0,4.908555521681e-08,1.065697823499e-10,1.023395595357e-10,1.156673842143e-10
1220,195200000.0,4.910551853209e-08,1.066031554399e-10,1.023406922258e-10,1.156741460533e-10
1221,195360000.0,4.91254597316e-08,1.066367223643e-10,1.023418266463e-10,1.156809016464e-10
1222,195520000.0,4.91453788551e-08,1.066704839415e-10,1.023429627978e-10,1.156876510025e-10
1223,195680000.0,4.916527594226e-08,1.06704440992e-10,1.023441006808e-10,1.15694394131e-10
1224,195840000.0,4.918515103265e-08,1.06738594338e-10,1.023452402958e-10,1.157011310409e-10
1225,196000000.0,4.920500416573e-08,1.067729448037e-10,1.023463816435e-10,1.157078617413e-10
1226,196160000.0,4.922483538088e-08,1.06807493215e-10,1.023475247243e-10,1.157145862412e-10
1227,196320000.0,4.924464471738e-08,1.068422403997e-10,1.023486695389e-10,1.157213045497e-10
1228,196480000.0,4.926443221442e-08,1.068771871874e-10,1.023498160879e-10,1.157280166758e-10
1229,196640000.0,4.928419791108e-08,1.069123344097e-10,1.023509643718e-10,1.157347226287e-10
1230,196800000.0,4.930394184637e-08,1.069476828998e-10,1.023521143913e-10,1.157414224171e-10
1231,196960000.0,4.932366405917e-08,1.069832334929e-10,1.02353266147e-10,1.157481160502e-10
1232,197120000.0,4.93433645883e-08,1.07018987026e-10,1.023544196396e-10,1.15754803537e-10
1233,197280000.0,4.936304347248e-08,1.070549443379e-10,1.023555748697e-10,1.157614848863e-10
1234,197440000.0,4.938270075031e-08,1.070911062693e-10,1.02356731838e-10,1.157681601071e-10
1235,197600000.0,4.940233646032e-08,1.071274736626e-10,1.023578905452e-10,1.157748292083e-10
1236,197760000.0,4.942195064094e-08,1.07164047362e-10,1.023590509919e-10,1.157814921989e-10
1237,197920000.0,4.944154333052e-08,1.072008282138e-10,1.023602131789e-10,1.157881490876e-10
1238,198080000.0,4.946111456731e-08,1.072378170658e-10,1.023613771069e-10,1.157947998834e-10
1239,198240000.0,4.948066438945e-08,1.072750147679e-10,1.023625427766e-10,1.158014445952e-10
1240,198400000.0,4.9500192835e-08,1.073124221715e-10,1.023637101888e-10,1.158080832317e-10
1241,198560000.0,4.951969994195e-08,1.0735004013e-10,1.023648793443e-10,1.158147158018e-10
1242,198720000.0,4.953918574817e-08,1.073878694986e-10,1.023660502439e-10,1.158213423143e-10
1243,198880000.0,4.955865029145e-08,1.074259111344e-10,1.023672228882e-10,1.158279627779e-10
1244,199040000.0,4.957809360949e-08,1.07464165896e-10,1.023683972782e-10,1.158345772015e-10
1245,199200000.0,4.95975157399e-08,1.075026346441e-10,1.023695734146e-10,1.158411855937e-10
1246,199360000.0,4.961691672018e-08,1.07541318241e-10,1.023707512984e-10,1.158477879634e-10
1247,199520000.0,4.963629658777e-08,1.075802175511e-10,1.023719309303e-10,1.158543843192e-10
1248,199680000.0,4.965565538e-08,1.076193334401e-10,1.023731123112e-10,1.158609746699e-10
1249,199840000.0,4.967499313413e-08,1.07658666776e-10,1.023742954419e-10,1.15867559024e-10
1250,200000000.0,4.96943098873e-08,1.076982184283e-10,1.023754803235e-10,1.158741373904e-10
1251,200160000.0,4.971360567661e-08,1.077379892682e-10,1.023766669568e-10,1.158807097776e-10
1252,200320000.0,4.9732880539e-08,1.07777980169e-10,1.023778553426e-10,1.158872761943e-10
1253,200480000.0,4.97521345114e-08,1.078181920055e-10,1.023790454821e-10,1.158938366491e-10
1254,200640000.0,4.977136763059e-08,1.078586256545e-10,1.02380237376e-10,1.159003911507e-10
1255,200800000.0,4.97905799333e-08,1.078992819944e-10,1.023814310254e-10,1.159069397075e-10
1256,200960000.0,4.980977145615e-08,1.079401619054e-10,1.023826264313e-10,1.159134823282e-10
1257,201120000.0,4.982894223567e-08,1.079812662695e-10,1.023838235947e-10,1.159200190214e-10
1258,201280000.0,4.984809230834e-08,1.080225959705e-10,1.023850225166e-10,1.159265497955e-10
1259,201440000.0,4.98672217105e-08,1.08064151894e-10,1.023862231979e-10,1.159330746591e-10
1260,201600000.0,4.988633047845e-08,1.081059349271e-10,1.023874256399e-10,1.159395936207e-10
1261,201760000.0,4.990541864837e-08,1.081479459591e-10,1.023886298435e-10,1.159461066888e-10
1262,201920000.0,4.992448625638e-08,1.081901858806e-10,1.023898358098e-10,1.159526138719e-10
1263,202080000.0,4.994353333849e-08,1.082326555842e-10,1.023910435399e-10,1.159591151784e-10
1264,202240000.0,4.996255993065e-08,1.082753559643e-10,1.023922530349e-10,1.159656106168e-10
1265,202400000.0,4.998156606869e-08,1.083182879169e-10,1.023934642961e-10,1.159721001955e-10
1266,202560000.0,5.000055178839e-08,1.083614523399e-10,1.023946773244e-10,1.159785839229e-10
1267,202720000.0,5.001951712543e-08,1.084048501326e-10,1.023958921211e-10,1.159850618074e-10
1268,202880000.0,5.00384621154e-08,1.084484821965e-10,1.023971086874e-10,1.159915338575e-10
1269,203040000.0,5.005738679381e-08,1.084923494346e-10,1.023983270244e-10,1.159980000814e-10
1270,203200000.0,5.00762911961e-08,1.085364527515e-10,1.023995471335e-10,1.160044604875e-10
1271,203360000.0,5.00951753576e-08,1.085807930538e-10,1.024007690157e-10,1.160109150842e-10
1272,203520000.0,5.011403931357e-08,1.086253712497e-10,1.024019926724e-10,1.160173638797e-10
1273,203680000.0,5.01328830992e-08,1.08670188249e-10,1.024032181048e-10,1.160238068825e-10
1274,203840000.0,5.015170674956e-08,1.087152449636e-10,1.024044453142e-10,1.160302441007e-10
1275,204000000.0,5.017051029969e-08,1.087605423066e-10,1.02405674302e-10,1.160366755426e-10
1276,204160000.0,5.018929378449e-08,1.088060811932e-10,1.024069050694e-10,1.160431012165e-10
1277,204320000.0,5.020805723883e-08,1.088518625401e-10,1.024081376178e-10,1.160495211307e-10
1278,204480000.0,5.022680069745e-08,1.088978872659e-10,1.024093719485e-10,1.160559352933e-10
1279,204640000.0,5.024552419504e-08,1.089441562908e-10,1.02410608063e-10,1.160623437126e-10
1280,204800000.0,5.02642277662e-08,1.089906705367e-10,1.024118459626e-10,1.160687463968e-10
1281,204960000.0,5.028291144544e-08,1.090374309271e-10,1.024130856487e-10,1.16075143354e-10
